semiannual_start,ticker,rl_risk_score,risk_profile,split
2018-07-10,ORWE,-0.7107874689002832,balanced,train
2018-07-10,PHAR,-1.118964046239853,conservative,train
2018-07-10,PHDC,2.827237526575724,aggressive,train
2018-07-10,PRDC,,,train
2018-07-10,QNBE,-0.824864416072766,conservative,train
2018-07-10,RAYA,-0.6202123016119003,balanced,train
2018-07-10,RMDA,,,train
2018-07-10,SKPC,0.744052187850078,balanced,train
2018-07-10,SPMD,,,train
2018-07-10,SUGR,1.3869107725719612,balanced,train
2018-07-10,SWDY,2.1533037622769675,aggressive,train
2018-07-10,TALM,,,train
2018-07-10,TMGH,1.7236605746050675,balanced,train
2018-07-10,VLMR,-3.176655729611715,conservative,train
2018-07-10,VLMRA,,,train
2019-01-20,ABUK,-0.9878980666399002,conservative,train
2019-01-20,ADIB,1.8150344006717205,balanced,train
2019-01-20,ALCN,-2.9585031270980835,conservative,train
2019-01-20,AMOC,2.495753804842631,aggressive,train
2019-01-20,ARAB,2.3587605953216553,aggressive,train
2019-01-20,ARCC,1.3044290741284688,balanced,train
2019-01-20,ASPI,2.534906029701233,aggressive,train
2019-01-20,BINV,2.0303845206896463,aggressive,train
2019-01-20,BTFH,2.9806650082270303,aggressive,train
2019-01-20,CCAP,2.0098017305135727,aggressive,train
2019-01-20,CICH,-1.7961090604464214,conservative,train
2019-01-20,CIEB,-3.1148227055867515,conservative,train
2019-01-20,CIRA,1.51865287621816,balanced,train
2019-01-20,CLHO,-0.451972059905529,balanced,train
2019-01-20,COMI,-2.9758923053741455,conservative,train
2019-01-20,DSCW,2.7015069723129272,aggressive,train
2019-01-20,EAST,-1.564551870028178,conservative,train
2019-01-20,EFID,0.30501644934217137,balanced,train
2019-01-20,EFIH,,,train
2019-01-20,EGAL,2.44893886645635,aggressive,train
2019-01-20,EGCH,2.4954313238461814,aggressive,train
2019-01-20,EGTS,1.8502368330955505,aggressive,train
2019-01-20,EMFD,0.9096409939229488,balanced,train
2019-01-20,ETEL,-0.8614908047020435,balanced,train
2019-01-20,EXPA,-1.9804652333259583,conservative,train
2019-01-20,FAIT,-2.6208415031433105,conservative,train
2019-01-20,FAITA,-3.097617228825887,conservative,train
2019-01-20,FWRY,,,train
2019-01-20,GBCO,1.5608790218830109,balanced,train
2019-01-20,GDWA,,,train
2019-01-20,HDBK,-2.6981353759765625,conservative,train
2019-01-20,HELI,2.803005655606588,aggressive,train
2019-01-20,HRHO,-1.9942747056484222,conservative,train
2019-01-20,IRON,2.909757216771444,aggressive,train
2019-01-20,ISPH,0.9396421524385611,balanced,train
2019-01-20,JUFO,-1.6102328896522522,conservative,train
2019-01-20,MASR,1.2181782722473145,balanced,train
2019-01-20,MCQE,2.3618878920873008,aggressive,train
2019-01-20,MFPC,-0.500217025478681,balanced,train
2019-01-20,MTIE,0.5764760226011276,balanced,train
2019-01-20,OCDI,2.9388957023620605,aggressive,train
2019-01-20,OFH,,,train
2019-01-20,OIH,2.6736861864725747,aggressive,train
2019-01-20,ORAS,-1.830851713816325,conservative,train
2019-01-20,ORHD,2.3984808723131814,aggressive,train
2019-01-20,ORWE,-1.56999804576238,conservative,train
2019-01-20,PHAR,-0.43071326116720837,balanced,train
2019-01-20,PHDC,1.9075536926587422,aggressive,train
2019-01-20,PRDC,,,train
2019-01-20,QNBE,-1.9582428137461345,conservative,train
2019-01-20,RAYA,-1.1531605670849483,conservative,train
2019-01-20,RMDA,,,train
2019-01-20,SKPC,1.7372422367334366,balanced,train
2019-01-20,SPMD,0.12020748853683472,balanced,train
2019-01-20,SUGR,0.8041423757870992,balanced,train
2019-01-20,SWDY,2.302282452583313,aggressive,train
2019-01-20,TALM,,,train
2019-01-20,TMGH,-0.861877645055453,balanced,train
2019-01-20,VLMR,-1.7674019436041515,conservative,train
2019-01-20,VLMRA,,,train
2019-07-30,ABUK,-0.4746984541416168,balanced,train
2019-07-30,ADIB,0.5658226410547892,balanced,train
2019-07-30,ALCN,-1.9012053459882736,conservative,train
2019-07-30,AMOC,2.8217982848485312,aggressive,train
2019-07-30,ARAB,2.421858549118042,aggressive,train
2019-07-30,ARCC,2.689166227976481,aggressive,train
2019-07-30,ASPI,2.088997185230255,aggressive,train
2019-07-30,BINV,-0.34078478813171387,balanced,train
2019-07-30,BTFH,3.0291817585627236,aggressive,train
2019-07-30,CCAP,2.875786463419596,aggressive,train
2019-07-30,CICH,-0.654038030654192,balanced,train
2019-07-30,CIEB,-2.9833295345306396,conservative,train
2019-07-30,CIRA,0.43973585094014805,balanced,train
2019-07-30,CLHO,0.1263507418334484,balanced,train
2019-07-30,COMI,-2.926042318344116,conservative,train
2019-07-30,DSCW,2.9491793314615884,aggressive,train
2019-07-30,EAST,-2.679908831914266,conservative,train
2019-07-30,EFID,-0.13504052658875784,balanced,train
2019-07-30,EFIH,,,train
2019-07-30,EGAL,2.9611162344614663,aggressive,train
2019-07-30,EGCH,2.6307535568873086,aggressive,train
2019-07-30,EGTS,2.2406507544219494,aggressive,train
2019-07-30,EMFD,-1.555011163155238,conservative,train
2019-07-30,ETEL,-2.153473377227783,conservative,train
2019-07-30,EXPA,-0.6053546766440073,balanced,train
2019-07-30,FAIT,-2.9232155879338584,conservative,train
2019-07-30,FAITA,-3.006381034851074,conservative,train
2019-07-30,FWRY,0.9130915760993957,balanced,train
2019-07-30,GBCO,2.7123398383458457,aggressive,train
2019-07-30,GDWA,,,train
2019-07-30,HDBK,-2.9033517042795816,conservative,train
2019-07-30,HELI,2.4824192126592,aggressive,train
2019-07-30,HRHO,-2.1800235509872437,conservative,train
2019-07-30,IRON,3.0434494415918985,aggressive,train
2019-07-30,ISPH,-0.7973387589057287,conservative,train
2019-07-30,JUFO,-1.2362415939569473,conservative,train
2019-07-30,MASR,1.5829111635684967,balanced,train
2019-07-30,MCQE,2.407650589942932,aggressive,train
2019-07-30,MFPC,1.196609874566396,balanced,train
2019-07-30,MTIE,-0.9196332295735677,conservative,train
2019-07-30,OCDI,1.868646462758382,aggressive,train
2019-07-30,OFH,,,train
2019-07-30,OIH,2.245147188504537,aggressive,train
2019-07-30,ORAS,-0.985240509112676,conservative,train
2019-07-30,ORHD,2.474920392036438,aggressive,train
2019-07-30,ORWE,-2.077531317869822,conservative,train
2019-07-30,PHAR,-0.5482425602773825,balanced,train
2019-07-30,PHDC,1.768268894404173,balanced,train
2019-07-30,PRDC,,,train
2019-07-30,QNBE,-2.1413983702659607,conservative,train
2019-07-30,RAYA,-0.3535761373738448,balanced,train
2019-07-30,RMDA,,,train
2019-07-30,SKPC,3.0377249320348105,aggressive,train
2019-07-30,SPMD,1.293781245748202,balanced,train
2019-07-30,SUGR,-0.2736141172548135,balanced,train
2019-07-30,SWDY,1.1737860441207886,balanced,train
2019-07-30,TALM,,,train
2019-07-30,TMGH,-0.5886451105276743,balanced,train
2019-07-30,VLMR,-2.204873959223429,conservative,train
2019-07-30,VLMRA,,,train
2020-02-02,ABUK,0.8899878474573294,balanced,train
2020-02-02,ADIB,-1.5812319318453472,conservative,train
2020-02-02,ALCN,0.31362805267175037,balanced,train
2020-02-02,AMOC,2.902524391810099,aggressive,train
2020-02-02,ARAB,2.0329645362993083,aggressive,train
2020-02-02,ARCC,2.084297517935435,aggressive,train
2020-02-02,ASPI,2.0274962782859802,balanced,train
2020-02-02,BINV,-0.7681440711021423,balanced,train
2020-02-02,BTFH,3.0220625003178916,aggressive,train
2020-02-02,CCAP,2.79232649008433,aggressive,train
2020-02-02,CICH,1.0970369776089985,balanced,train
2020-02-02,CIEB,-3.0277474323908486,conservative,train
2020-02-02,CIRA,-2.3121627370516458,conservative,train
2020-02-02,CLHO,-0.9921946177879969,balanced,train
2020-02-02,COMI,-3.040056586265564,conservative,train
2020-02-02,DSCW,2.8547900120417276,aggressive,train
2020-02-02,EAST,-2.990917205810547,conservative,train
2020-02-02,EFID,-0.46331871921817463,balanced,train
2020-02-02,EFIH,,,train
2020-02-02,EGAL,2.877428929011027,aggressive,train
2020-02-02,EGCH,2.820703864097595,aggressive,train
2020-02-02,EGTS,2.9276878039042153,aggressive,train
2020-02-02,EMFD,-1.717998445034027,conservative,train
2020-02-02,ETEL,0.40229515607158345,balanced,train
2020-02-02,EXPA,-1.71013705432415,conservative,train
2020-02-02,FAIT,-2.3358513712882996,conservative,train
2020-02-02,FAITA,-2.9695326884587607,conservative,train
2020-02-02,FWRY,-1.273166795571645,conservative,train
2020-02-02,GBCO,2.966798782348633,aggressive,train
2020-02-02,GDWA,,,train
2020-02-02,HDBK,-2.608509838581085,conservative,train
2020-02-02,HELI,2.622648060321808,aggressive,train
2020-02-02,HRHO,0.5138493739068508,balanced,train
2020-02-02,IRON,2.994229475657145,aggressive,train
2020-02-02,ISPH,-2.5977105299631753,conservative,train
2020-02-02,JUFO,-1.5922325253486633,conservative,train
2020-02-02,MASR,1.7799317836761475,balanced,train
2020-02-02,MCQE,2.570430596669515,aggressive,train
2020-02-02,MFPC,2.183638170361519,aggressive,train
2020-02-02,MTIE,-1.0451448013385136,conservative,train
2020-02-02,OCDI,2.1928659677505493,aggressive,train
2020-02-02,OFH,,,train
2020-02-02,OIH,-0.1821254442135493,balanced,train
2020-02-02,ORAS,-1.881786584854126,conservative,train
2020-02-02,ORHD,3.0179988940556846,aggressive,train
2020-02-02,ORWE,-2.8522415161132812,conservative,train
2020-02-02,PHAR,-1.8030447562535603,conservative,train
2020-02-02,PHDC,2.1129230658213296,aggressive,train
2020-02-02,PRDC,,,train
2020-02-02,QNBE,-0.6149422414600849,balanced,train
2020-02-02,RAYA,-0.04272096852461497,balanced,train
2020-02-02,RMDA,1.693793515364329,balanced,train
2020-02-02,SKPC,2.7981679439544678,aggressive,train
2020-02-02,SPMD,0.5832498371601105,balanced,train
2020-02-02,SUGR,0.1829675113161405,balanced,train
2020-02-02,SWDY,1.7476707361638546,balanced,train
2020-02-02,TALM,,,train
2020-02-02,TMGH,0.6203938685357571,balanced,train
2020-02-02,VLMR,-3.039746046066284,conservative,train
2020-02-02,VLMRA,,,train
2020-08-16,ABUK,0.5030692319075266,balanced,train
2020-08-16,ADIB,-1.7149648070335388,conservative,train
2020-08-16,ALCN,0.10244829952716827,balanced,train
2020-08-16,AMOC,2.7653271754582724,aggressive,train
2020-08-16,ARAB,2.7479453484217324,aggressive,train
2020-08-16,ARCC,2.750136693318685,aggressive,train
2020-08-16,ASPI,0.6464610795180002,balanced,train
2020-08-16,BINV,1.962752252817154,aggressive,train
2020-08-16,BTFH,3.0547746817270913,aggressive,train
2020-08-16,CCAP,1.5757704228162766,balanced,train
2020-08-16,CICH,2.0034447014331818,aggressive,train
2020-08-16,CIEB,-2.9457039833068848,conservative,train
2020-08-16,CIRA,-3.0008092721303306,conservative,train
2020-08-16,CLHO,-2.292495767275492,conservative,train
2020-08-16,COMI,-3.1829131841659546,conservative,train
2020-08-16,DSCW,3.105562170346578,aggressive,train
2020-08-16,EAST,-2.527154008547465,conservative,train
2020-08-16,EFID,-0.7328076809644699,balanced,train
2020-08-16,EFIH,,,train
2020-08-16,EGAL,3.0478678146998086,aggressive,train
2020-08-16,EGCH,2.2966537872950235,aggressive,train
2020-08-16,EGTS,2.2960567474365234,aggressive,train
2020-08-16,EMFD,-1.8535329699516296,conservative,train
2020-08-16,ETEL,-2.2999435861905417,conservative,train
2020-08-16,EXPA,0.23373077809810638,balanced,train
2020-08-16,FAIT,-2.6946043173472085,conservative,train
2020-08-16,FAITA,-3.1595553159713745,conservative,train
2020-08-16,FWRY,2.076135516166687,aggressive,train
2020-08-16,GBCO,2.6483654578526816,aggressive,train
2020-08-16,GDWA,,,train
2020-08-16,HDBK,-1.0748486208419006,conservative,train
2020-08-16,HELI,1.4838714102904003,balanced,train
2020-08-16,HRHO,-1.2124964793523152,conservative,train
2020-08-16,IRON,3.0941911935806274,aggressive,train
2020-08-16,ISPH,-1.5326925714810689,conservative,train
2020-08-16,JUFO,0.5368507454792658,balanced,train
2020-08-16,MASR,1.3316778739293416,balanced,train
2020-08-16,MCQE,2.912037173906962,aggressive,train
2020-08-16,MFPC,2.0305481354395547,aggressive,train
2020-08-16,MTIE,0.5700250578423341,balanced,train
2020-08-16,OCDI,-0.30350053310394287,balanced,train
2020-08-16,OFH,,,train
2020-08-16,OIH,1.3911829789479573,balanced,train
2020-08-16,ORAS,-2.6263314882914224,conservative,train
2020-08-16,ORHD,2.506385862827301,aggressive,train
2020-08-16,ORWE,-1.5843194127082825,conservative,train
2020-08-16,PHAR,-2.8861287434895835,conservative,train
2020-08-16,PHDC,-0.8071469999849796,balanced,train
2020-08-16,PRDC,,,train
